V4_TIPUSSORTIDA_2,V5_SORTIDA_ESGLAONADA,V6_PROBLEMATICA_DROGUES,V7_PROBLEMÀTICA_SALUTMENTAL_DROGUES,V8_SEGREGACIÓ_REGIMTANCAT,V9_REINGRES_ANTERIOR,V11_CLAS_86_4,V12_CLAS_UD,V13_TIPUSLC,V14_ACCES_LC,V18_SEXE,V19_ESTRANGERS,V20_AREAGEOG,V21_RESIDENCIA,V22_ESTUDIS,V23_CATALA,V24_CASTELLA,V25_FILLS_AGRUPADA,V26_EXPULSIO,V27_EDAT_PB_AGRUPADA,V28_EDAT_SORTIDAPB_AGRUPADA,V29_R3C_F16_DesajustInfantil,V30_R3C_F18_NivellEducatiu,V31_R3C_F19_ProblemesOcupacio,V32_R3C_F20_MancaRecursosEconomics,V33_R3C_F21_AbsenciaPlansFutur,V34_R3C_F22_AntecedentsFamilia,V35_R3C_F23_SocialitzacioProblematica,V36_R3C_F24_MancaSuportFamiliarSocial,V37_R3C_F25_PertinençaBandes,V38_R3C_F26_PertinençaGrupRisc,V39_R3C_F27_RolDelictiuDestacat,V40_R3C_F28_VictimaVIGE,V41_R3C_F29_CarreguesFamiliars,V42_R3C_F30_ConsumDrogues,V43_R3C_F31_ConsumAlcohol,V44_R3C_F32_TranstornMentalSever,V45_R3C_F33_ComportamentSexualRisc,V46_R3C_F34_RespostaLimitadaTractament,V47_R3C_F35_TranstornPersonalitat,V48_R3C_F36_PobreAfrontamentEstres,V49_R3C_F37_IntentsAutolesio,V50_R3C_F38_ActitudsProcriminals,V51_R3C_F39_BaixCI,V52_R3C_F40_Temeritat,V53_R3C_F41_Impulsivitat,V54R3C_F42_Hostilitat,V55_R3C_F43_Irresponsabilitat,V56_R3C_F19_ProblemesOcupacio_dico,V57_R3C_F20_MancaRecursosEconomics_dico,V58_R3C_F21_AbsenciaPlansFutur_dico,V59_R3C_F24_MancaSuportFamiliarSocial_dico,V60_R3C_F30_ConsumDrogues_dico,V61_R3C_F31_ConsumAlcohol_dico,V62_R3C_F34_RespostaLimitadaTractament_dico,V63_R3C_F36_PobreAfrontamentEstres_dico,V64_R3C_F40_Temeritat_dico,V65_R3C_F41_Impulsivitat_dico,V66_R3C_F42_Hostilitat_dico,V67_R3C_F43_Irresponsabilitat_dico,V68_DROGUES_RISCANVI,V69_DELICTEPB,V70_DELICTEPBCAT,V71_DELICTEPBCAT_NOVA,V72_DELICTEPBVIOL,V73_DELICTES_ACUMULATS,V74_RESPCIVIL,V75_OPV,V76_R3C_F03_IntoxicacioDelicteBase,V77_R3C_F04_VictimesLesions,V78_R3C_F07_HistoriaViolencia,V79_R3C_F08_IniciActivitatDelictiva,V80_R3C_F09_IncrementGravetatDelictes,V81_LLP,V82_INGRESPENAT,V83_CLAS_INICIAL,V84_INGRESANTERIOR,V85_INGRESANTERIOR_AGRUPADA,V86_DURADA_PENA_RisCanvi,V87_DURADA_PENA_PENITENCIARI,V88_DURADA_PENA_ESTUDISANTER,V89_TEMPSCONDEMNA_ANUAL,V90_PERMISOS,V91_SORTIDES_100_2,V92_INCIDENTS,V93_EXPEDIENTS,V94_EXP_MOLTGREU,V95_EXP_GREU,V96_REGRESSIONS,V97_UBICA_SUPERVISIO,V98_UBICA_INFERMERIA,V99_UBICA_PSIQUIATRIA,V100_CLASSIFICACIONS,V101_REGRESSIONS_1RGRAU,V102_REGRESSIONS_2GRAU,V103_TERCERGRAU,V104_R3C_F10_ConflictesAmbInterns,V105_R3C_F11_IncomplimentsMesures,V106_R3C_F12_ExpedientsDisciplinaris,V107_R3C_F13_EvasionsFugues,V108_R3C_F14_RegressioGrau,V109_R3C_F15_TrencamentPermisos,V110_R3C_F10_ConflictesAmbInterns_dico,V111_R3C_F11_IncomplimentsMesures_dico,V112_R3C_F12_ExpedientsDisciplinaris_dico,V113_R3C_F13_EvasionsFugues_dico,V114_R3C_F14_RegressioGrau_dico,V115_R3C_F15_TrencamentPermisos_dico,V116_TRACTAMENT_VIOLÈNCIES,V117_TRACTAMENT,V118_TRACTAMENT_TIPUS,V119_TRACTAMENT_SAC,V120_TRACTAMENT_VIGE,V121_TRACTAMENT_DEVI,V122_TRACTAMENT_DROGUES,V123_TRACTAMENT_TRANSIT,V132_TEMPSCONDEMNA_TOTAL,V133_TEMPSFINS_1rPermís,V134_TEMPSFINS_3rGrau,V135_TEMPSFINS_LC,V136_TEMPSFINS_86.4,V137_TEMPSFINS_UD,V138_EDAT_1RINGRÉS,V139_EDAT_DELICTEPBASE,V140_EDAT_PENABASE,V141_EDAT_SORTIDAPBASE,V146_N_FILLS,V147_NCLAS_DIFERENT,V148_NINGRESANTERIOR,V150_NREGRESSIONS,V151_NREGRESSIONS1R,V152_NREGRESSIONS2N,V153_N_UBICA_MODULS,V154_N_UBICA_SUPERVISIO,V155_N_UBICA_INFERMERIA,V156_N_UBICA_PSIQUIATRIA,V157_N_EXPEDIENTS_MLTGREU,V158_N_EXPEDIENTS_GREU,V159_HORES_ACTIVITATS_TRACTAMENT,V160_H_ANIMACIÓSOCIOCULTURAL,V161_H_OPERARI_AUXOFICINA,V162_H_EDUCACIOREGLADA,V163_H_ESPORT,V164_H_FORMACIOOCUPACIONAL,V165_H_TRACTAMENT_TRANSIT,V166_H_CONDUCTESADDICTIVES,V167_H_SALUTMENTAL,V168_H_EMOCIONAL_IMPULSOS,V189_NACIONALITAT,V190_MUNICIPI,V191_COMARCA,V192_PROVINCIA,V193_ESTUDIS,V194_INSTRUCCIO
4,4.0,0.0,0.0,0,2,0,0,1,1,1,1,1,1,3,2,2,2,9,3.0,3.0,2,1,3,2,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,0,9238,3,5,2,4,1,2,2,0,1,3,2,2,1,2,2,4,2.0,1.0,2.0,2.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,1,3,3,3,3,2,1,2,2,2,2,0,0,9,0,0,0,0,0,1095.0,20.0,29.40639269406393,40.273972602739725,-1.0,-1.0,54.0,54.0,54.0,56.0,5,1,0,0,0,0,5,0,0,0,0,0,478.0,0.0,0.0,40.0,19.0,398.0,0.0,0.0,0.0,21.0,Espanya,Salt,Gironès,Girona,5,Educació secundària 2
2,2.0,1.0,0.0,0,1,0,0,9,0,1,2,4,1,1,1,2,0,1,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9242,3,4,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2.0,2.0,2.0,3.0,0,0,1,1,1,1,2,2,1,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,1579.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,36.0,31.0,35.0,0,0,5,0,0,0,12,0,5,0,7,3,1292.0,35.0,0.0,385.0,165.0,647.0,33.0,27.0,0.0,0.0,Marroc,Barcelona,Barcelonès,Barcelona,2,Formació intrumental 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,1,9,1.0,2.0,2,2,3,3,3,3,3,1,2,2,2,2,1,3,3,2,2,1,2,1,3,3,2,3,3,2,3,2,2,2,1,2,2,1,1,2,2,1,2,0,9139,1,1,1,3,1,2,2,1,2,1,1,2,1,2,2,4,3.0,3.0,3.0,4.0,1,1,1,1,1,1,1,2,2,2,4,3,1,1,1,2,2,1,2,3,1,1,1,1,1,2,1,1,3,0,0,1,0,0,6205.0,45.22159548751007,54.5044319097502,79.62933118452861,-1.0,-1.0,23.0,36.0,23.0,38.0,2,3,0,1,0,1,15,0,0,0,2,1,5833.0,425.0,1849.0,38.0,140.0,3191.0,164.0,0.0,0.0,26.0,Espanya,Sant Adrià de Besòs,Barcelonès,Barcelona,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,4,1,2,1,2,0,1,3.0,3.0,2,1,3,3,3,3,2,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,0,9147,1,1,1,3,1,2,2,1,2,3,1,2,1,2,1,2,2.0,1.0,2.0,2.0,0,0,1,1,1,1,2,2,2,2,1,3,2,0,1,1,2,1,3,3,1,1,1,1,2,2,0,0,9,0,0,0,0,0,1090.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,36.0,47.0,50.0,0,0,3,0,0,0,5,0,0,0,1,1,665.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,0.0,Algèria,Martorell,Baix Llobregat,Barcelona,4,Formació intrumental 3
2,2.0,1.0,0.0,1,2,0,0,9,0,1,1,1,1,3,1,2,1,9,2.0,3.0,2,2,3,3,3,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9234,3,5,2,3,2,2,2,0,2,2,1,2,1,2,1,2,3.0,3.0,3.0,4.0,0,0,1,1,1,1,1,2,1,2,4,1,2,0,2,3,2,3,2,3,1,2,1,2,1,2,0,1,4,0,0,0,1,0,4096.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,36.0,41.0,51.0,2,6,5,3,3,0,15,0,5,0,4,23,1383.0,41.0,0.0,87.0,219.0,885.0,0.0,125.0,0.0,26.0,Espanya,Santa Coloma de Gramenet,Barcelonès,Barcelona,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,2,4,1,3,2,2,0,2,2.0,2.0,2,1,1,3,4,2,3,3,1,2,2,2,2,3,3,2,2,2,2,3,3,3,2,2,3,3,2,1,2,2,2,2,2,1,2,1,2,2,1,0,90171,1,2,1,1,2,2,2,0,1,2,1,2,1,2,1,2,1.0,1.0,1.0,2.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,2,2,3,3,3,2,1,1,2,2,2,1,1,2,0,1,0,0,0,390.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,32.0,32.0,33.0,0,0,2,0,0,0,3,0,0,0,0,0,127.0,0.0,0.0,0.0,1.0,96.0,2.0,0.0,0.0,28.0,Marroc,Anglès,Selva,Girona,9,n/c
3,3.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,1,1,2,1,9,2.0,2.0,1,1,2,3,3,2,3,3,2,2,2,2,1,2,2,2,2,2,2,3,3,3,2,3,3,3,2,1,2,2,2,1,1,1,2,2,2,2,1,1,9550,1,1,1,3,1,2,1,1,2,3,2,2,3,3,1,2,1.0,1.0,1.0,1.0,1,0,1,2,2,2,2,2,2,2,1,3,2,1,3,3,2,3,3,3,2,2,1,2,2,2,0,0,9,0,0,0,0,0,215.0,44.18604651162791,40.46511627906977,-1.0,-1.0,-1.0,24.0,36.0,38.0,39.0,2,0,2,0,0,0,2,0,0,0,0,0,53.0,8.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,Espanya,Sant Adrià de Besòs,Barcelonès,Barcelona,3,Formació intrumental 2
4,4.0,0.0,0.0,1,2,0,0,6,1,1,2,2,1,3,1,2,1,2,2.0,2.0,2,2,3,3,3,3,3,3,2,2,1,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,9386,6,8,2,3,1,2,2,0,2,2,1,2,2,2,1,2,2.0,3.0,3.0,3.0,1,0,2,1,2,1,2,1,2,2,2,3,2,1,3,3,2,2,3,3,2,2,1,1,2,2,0,0,9,0,0,0,0,0,1865.0,45.683646112600535,47.506702412868634,14.959785522788204,-1.0,-1.0,24.0,37.0,37.0,39.0,1,1,2,0,0,0,6,2,0,0,0,4,901.0,127.0,0.0,40.0,266.0,445.0,0.0,0.0,0.0,23.0,Romania,El Vendrell,Baix Penedès,Tarragona,5,Educació secundària 2
2,2.0,0.0,1.0,0,1,0,0,9,0,1,2,4,1,1,1,1,1,1,3.0,3.0,2,1,3,2,2,3,3,2,2,1,2,2,2,3,3,1,2,3,2,2,2,3,1,3,3,3,2,2,1,1,1,2,2,2,1,2,2,2,1,0,9238,3,5,2,2,2,2,2,2,1,3,1,2,2,2,1,2,1.0,1.0,1.0,2.0,0,0,1,1,1,2,2,2,2,1,1,3,2,0,3,3,2,3,3,3,2,2,1,2,2,2,0,0,9,0,0,0,0,0,455.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.0,36.0,50.0,51.0,2,0,3,0,0,0,7,0,0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algèria,Granollers,Vallès Oriental,Barcelona,2,Formació intrumental 1
3,3.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,5,1,1,0,9,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9248,6,8,2,4,1,2,2,2,2,2,2,2,2,2,1,2,3.0,3.0,3.0,4.0,1,0,1,1,1,1,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,2640.0,86.70454545454545,90.6060606060606,-1.0,-1.0,-1.0,30.0,33.0,33.0,40.0,0,1,2,0,0,0,14,0,0,0,2,3,2481.0,711.0,104.0,11.0,222.0,1044.0,0.0,22.0,0.0,367.0,Espanya,Valls,Alt Camp,Tarragona,7,Carreres universitàries
5,0.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,3,2,2,1,9,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,1,1,1,1,2,9,9,9,9,9,2,1,0,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,34.0,34.0,34.0,1,0,4,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
3,3.0,0.0,1.0,0,2,0,0,9,0,1,1,1,1,3,2,2,0,9,1.0,2.0,2,2,3,3,2,3,3,3,2,2,2,2,2,3,3,1,2,2,2,2,2,3,1,3,2,3,2,2,2,1,2,2,2,1,1,2,1,2,1,0,9241,3,5,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2.0,3.0,3.0,3.0,1,0,2,2,2,2,1,2,1,2,3,3,1,1,2,3,2,3,2,3,1,2,1,2,1,2,0,0,9,0,0,0,0,0,2015.0,92.90322580645162,92.3076923076923,-1.0,-1.0,-1.0,24.0,36.0,29.0,34.0,0,2,2,1,0,1,6,0,1,0,0,0,51.0,23.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,Espanya,Creixell,Tarragonès,Tarragona,5,Educació secundària 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,2,3,0,2,1,9,2.0,2.0,1,1,3,3,1,3,3,2,2,1,2,2,2,3,3,2,2,3,2,2,2,2,2,3,3,3,3,2,2,1,1,2,2,2,1,2,2,2,2,0,9241,3,5,2,3,2,2,1,1,2,2,1,2,2,2,1,2,3.0,3.0,3.0,4.0,0,0,1,1,1,1,1,2,1,2,3,3,1,1,2,1,2,3,2,2,1,1,1,2,1,1,0,0,9,0,0,0,0,0,2557.0,-1.0,25.733281188893233,-1.0,-1.0,-1.0,27.0,36.0,37.0,42.0,1,2,5,1,0,1,11,0,10,0,13,8,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Espanya,VALDERAS,Barcelonès,Fora Cata,5,Educació secundària 1
4,4.0,1.0,0.0,0,2,0,0,1,1,1,2,6,1,2,0,2,2,2,2.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9368,4,6,2,3,2,2,2,2,2,2,2,2,3,2,2,4,2.0,2.0,2.0,3.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,1,4,0,0,0,1,0,1275.0,47.21568627450981,67.05882352941177,3.607843137254902,-1.0,-1.0,42.0,42.0,42.0,44.0,3,1,0,0,0,0,5,0,0,0,0,0,1347.0,697.0,0.0,0.0,78.0,459.0,0.0,113.0,0.0,0.0,Colòmbia,Sant Boi de Llobregat,Baix Llobregat,Barcelona,4,Formació intrumental 3
5,0.0,0.0,0.0,0,1,0,0,9,0,1,2,4,1,1,1,1,1,1,2.0,2.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9623,3,5,2,4,2,2,9,9,9,9,9,2,1,2,1,1,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,0,0,0,0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,31.0,31.0,32.0,1,0,13,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marroc,Barcelona,Barcelonès,Barcelona,2,Formació intrumental 1
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,1,2,2,0,9,1.0,2.0,1,1,1,1,1,1,1,3,2,2,2,2,1,3,3,2,2,1,2,3,3,3,2,1,3,3,1,1,1,1,2,2,2,1,2,1,2,2,1,0,9147,1,1,1,1,2,1,2,2,2,1,1,2,3,2,2,4,3.0,3.0,3.0,4.0,1,0,1,1,1,1,1,2,1,2,4,3,1,1,2,1,2,3,1,1,1,1,1,2,1,1,1,1,3,0,0,1,0,0,3091.0,34.3901649951472,39.987059204141055,-1.0,-1.0,-1.0,24.0,36.0,24.0,32.0,0,8,0,4,0,4,12,0,2,0,6,2,1298.0,43.0,341.0,58.0,295.0,398.0,118.0,0.0,0.0,45.0,Espanya,Santa Coloma de Gramenet,Barcelonès,Barcelona,3,Formació intrumental 2
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,2,2,2,1,9,1.0,2.0,1,1,3,3,1,3,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,3,3,4,2,2,1,2,2,2,2,2,2,2,2,2,0,9238,3,5,2,1,2,2,2,0,2,2,1,2,3,2,1,2,3.0,3.0,3.0,4.0,1,0,1,1,1,1,1,2,1,2,3,3,1,1,2,3,2,3,1,3,1,2,1,2,1,2,0,0,9,0,0,0,0,0,2597.0,40.97035040431267,46.515209857527914,-1.0,-1.0,-1.0,20.0,36.0,28.0,34.0,1,2,2,1,0,1,9,0,3,0,2,1,1856.0,860.0,166.0,217.0,154.0,438.0,0.0,14.0,0.0,7.0,Espanya,Barcelona,Barcelonès,Barcelona,4,Formació intrumental 3
3,6.0,0.0,0.0,0,2,1,0,9,0,2,1,1,1,3,0,2,0,9,3.0,3.0,2,2,3,3,3,2,3,3,2,2,2,2,2,3,3,2,1,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9188,2,3,1,3,2,2,2,0,2,3,2,2,3,2,1,3,2.0,3.0,3.0,3.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,2190.0,20.04566210045662,28.44748858447489,-1.0,36.986301369863014,-1.0,40.0,49.0,49.0,55.0,0,1,1,0,0,0,3,0,0,0,0,0,1328.0,35.0,275.0,0.0,108.0,910.0,0.0,0.0,0.0,0.0,Espanya,Vandellòs i l'Hosp.de l'I,Baix Camp,Tarragona,5,Educació secundària 1
3,6.0,0.0,0.0,0,2,1,0,9,0,2,1,1,1,3,0,2,0,9,3.0,3.0,2,2,3,3,3,2,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9188,2,3,1,3,2,2,2,0,2,3,2,2,3,2,1,3,3.0,3.0,3.0,4.0,1,0,2,2,2,2,2,2,2,2,2,3,2,1,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,4105.0,10.694275274056029,15.371498172959804,-1.0,19.732034104750305,-1.0,45.0,55.0,55.0,60.0,0,1,1,0,0,0,3,0,0,0,0,0,940.0,32.0,0.0,0.0,103.0,805.0,0.0,0.0,0.0,0.0,Espanya,Vandellòs i l'Hosp.de l'I,Baix Camp,Tarragona,5,Educació secundària 1
2,2.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,4,2,2,0,9,1.0,2.0,1,1,2,3,3,3,2,3,2,2,2,2,2,1,3,2,2,2,2,3,3,3,2,3,3,3,3,1,2,2,2,1,2,1,2,2,2,2,2,0,9237,3,5,2,3,2,2,1,0,2,2,1,2,1,2,1,2,3.0,3.0,3.0,4.0,1,0,1,1,2,1,1,2,1,2,3,3,1,1,3,2,2,3,1,3,2,1,1,2,1,2,0,1,4,0,0,0,1,0,5298.0,21.34767836919592,48.03699509248773,-1.0,-1.0,-1.0,19.0,36.0,23.0,34.0,0,2,3,1,0,1,13,0,1,0,0,4,7051.0,678.0,929.0,1263.0,509.0,2548.0,39.0,835.0,0.0,250.0,Espanya,Barcelona,Barcelonès,Barcelona,6,Accés > 25 a
2,2.0,0.0,0.0,0,1,0,0,9,0,1,1,1,1,2,2,2,1,9,2.0,2.0,2,1,3,3,3,2,3,3,2,2,2,2,1,3,3,2,2,3,2,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,0,90153,1,2,1,3,2,2,1,1,1,2,1,2,1,3,1,2,1.0,1.0,1.0,2.0,1,0,2,1,1,2,1,2,2,2,2,3,1,1,3,3,2,2,2,3,2,2,1,1,1,2,0,0,9,0,0,0,0,1,400.0,28.0,24.5,-1.0,-1.0,-1.0,22.0,35.0,35.0,36.0,1,1,3,1,0,1,4,0,0,0,1,0,171.0,0.0,0.0,19.0,0.0,118.0,16.0,18.0,0.0,0.0,Espanya,Lleida,Segrià,Lleida,4,Formació intrumental 3
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,2,1,2,1,9,2.0,2.0,1,1,2,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,3,2,3,3,1,2,2,2,2,2,1,1,2,1,2,2,0,9238,3,5,2,4,1,2,2,0,2,2,2,2,3,2,1,2,1.0,1.0,1.0,1.0,0,0,1,2,2,2,2,2,2,2,1,3,2,0,3,3,2,3,2,3,2,2,1,2,1,2,0,0,9,0,0,0,0,0,270.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,41.0,41.0,42.0,1,0,2,0,0,0,4,0,0,0,0,0,31.0,0.0,0.0,0.0,12.0,3.0,0.0,16.0,0.0,0.0,Espanya,Badalona,Barcelonès,Barcelona,4,Formació intrumental 3
2,2.0,1.0,0.0,0,1,0,0,9,0,1,2,4,1,2,0,2,0,1,2.0,2.0,2,1,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,3,2,1,2,2,2,2,1,1,1,2,2,2,1,0,9368,4,6,2,4,2,2,2,0,2,2,2,1,3,2,1,2,1.0,1.0,1.0,1.0,0,0,2,2,2,2,2,2,2,2,1,3,2,0,3,3,3,3,3,3,2,2,2,2,2,2,0,0,9,0,0,0,0,0,359.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,36.0,36.0,37.0,0,0,5,0,0,0,2,0,0,0,0,0,373.0,0.0,0.0,0.0,140.0,201.0,0.0,27.0,0.0,5.0,Marroc,Mollet del Vallès,Vallès Oriental,Barcelona,4,Formació intrumental 3
2,2.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,2,1,2,1,9,1.0,2.0,1,1,3,3,3,2,2,3,2,2,2,2,1,4,3,2,2,3,2,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9138,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,4,3.0,3.0,3.0,4.0,1,0,1,1,1,1,1,2,2,1,4,3,1,1,2,3,2,3,1,3,1,2,1,2,1,2,1,1,5,0,0,1,1,0,3691.0,47.98157680845299,54.619344351124354,-1.0,-1.0,-1.0,24.0,36.0,24.0,34.0,1,4,0,2,0,2,11,0,0,1,4,8,2720.0,329.0,1013.0,33.0,573.0,298.0,153.0,162.0,0.0,159.0,Espanya,Terrassa,Vallès Occidental,Barcelona,4,Formació intrumental 3
3,3.0,1.0,0.0,0,2,0,0,9,0,1,1,1,1,5,1,2,0,9,2.0,2.0,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,1,2,1,1,2,1,1,2,1,9242,3,4,1,1,2,2,1,0,2,2,1,2,1,2,1,3,3.0,3.0,3.0,4.0,1,0,1,1,2,1,2,2,2,2,3,3,2,1,3,2,4,3,4,3,2,1,2,2,2,2,0,1,4,0,0,0,1,0,4190.0,35.13126491646778,42.673031026252985,-1.0,-1.0,-1.0,28.0,32.0,32.0,43.0,0,2,1,0,0,0,13,0,0,0,0,1,8236.0,241.0,1397.0,1669.0,1896.0,2291.0,155.0,587.0,0.0,0.0,Espanya,L'Hospitalet de Llobregat,Barcelonès,Barcelona,7,Carreres universitàries
4,9.0,0.0,0.0,0,1,1,0,1,1,2,1,1,1,3,2,2,2,9,1.0,2.0,2,9,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,9242,3,4,1,1,2,2,2,2,2,2,2,2,1,3,2,4,3.0,3.0,3.0,4.0,1,1,1,1,1,1,1,2,1,2,4,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,1,1,2,0,1,0,0,0,6122.0,1.7477948382881412,1.633453119895459,37.471414570401826,39.692910813459655,-1.0,23.0,36.0,23.0,32.0,3,5,0,3,0,3,14,0,4,0,6,6,4381.0,1030.0,266.0,343.0,538.0,1936.0,13.0,0.0,0.0,255.0,Espanya,Barcelona,Barcelonès,Barcelona,5,Educació secundària 1
3,3.0,0.0,0.0,0,2,0,0,9,0,1,1,1,1,3,2,2,1,9,2.0,2.0,2,1,2,3,3,2,3,3,2,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,0,90468,6,2,1,4,2,2,2,0,2,2,2,2,1,3,1,1,1.0,1.0,1.0,1.0,0,0,1,1,1,2,2,2,2,2,1,3,2,1,1,3,3,3,3,3,1,2,2,2,2,2,0,0,9,0,0,0,0,0,180.0,-1.0,22.77777777777778,-1.0,-1.0,-1.0,22.0,36.0,36.0,36.0,1,0,7,0,0,0,5,0,0,0,1,0,63.0,0.0,0.0,0.0,6.0,57.0,0.0,0.0,0.0,0.0,Espanya,El Prat de Llobregat,Baix Llobregat,Barcelona,5,Educació secundària 1
